"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Lined.up.in.Press.Coverage","Passer.Rating.Allowed","Pass.Break.Up","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Tackle","Interceptions","Pass.Stop","Missed.Tackles.on.Pass.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Touchdowns.Allowed","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Hurries","Hits","Fumble.Recovery","Forced.Fumble","Sacks","Pursuit.Pressure","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","First.Contact","Batted.Passes","Interception","Drops...Off.Targets.Receptions.Forced","Pass.Rush.Productivity","Unblocked.Pass.Rush","Beaten.Defender","Plays.of.15..Yards.Allowed"
"Kareem Hector","STNY BROOK",50,51,"C",65.5,64,67.3,NA,1,0,0,NA,70.8,0,6.5,0.7,10.5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,2,2,1,2,"100%",21,2,0,"0.00%","0.00%","100%","50.00%","0.00%","0.00%","66.70%",3,0,1,0,NA,0,0,0
"Brent Barnes","ALCORN ST",55,50.91,"C",63.9,66.9,53.8,60,2,1,1,NA,56.3,0,-1,0.03,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,3,1,1,1,"50.00%",1,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","50.00%","50.00%",2,0,0,1,0,0,0,0
"Remington Moss","ELON",48,50.86,"C",67.9,67.6,63.8,NA,1,0,1,NA,120.8,0,2,0.26,3.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,2,"100%",7,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"DaMari Washington","PORTLAND",49,50.82,"C",47.2,46.2,67.5,NA,6,3,0,NA,116.7,1,15.7,2.19,11.5,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,"0.00%",0,0,0,3,7,6,1,4,"57.10%",46,3,1,"4.80%","28.60%","42.90%","0.00%","14.30%","0.00%","0.00%",3,0,0,2,NA,0,0,1
"CJ Davis","INDIANA ST",23,50.51,"C",60.9,61.3,60,57.4,1,0,1,NA,77.1,0,14.5,1,16,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"50.00%",0,0,1,0,2,2,1,1,"50.00%",16,1,0,"6.30%","0.00%","50.00%","0.00%","0.00%","0.00%","50.00%",1,0,0,1,0,1,0,1
"Keyshawn Jackson","CHATTNOOGA",38,50.45,"C",61.5,60.9,62,NA,2,0,1,NA,118.8,1,22,3,75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,1,"25.00%",75,1,1,"4.00%","0.00%","25.00%","0.00%","25.00%","0.00%","0.00%",2,0,0,1,NA,0,0,1
"O.C. Nurse","VALPO",52,50.44,"C",60.7,63.2,51.1,59.3,1,0,0,NA,64.6,1,14.3,0.71,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,3,2,1,2,"50.00%",20,1,1,"3.60%","0.00%","25.00%","0.00%","25.00%","0.00%","50.00%",2,0,0,0,0,0,0,1
"Charles Barkley-Smith","YALE",72,50.13,"C",57.7,57,73.4,NA,3,0,2,NA,149.3,0,17.7,1.37,29.5,22,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,3,3,1,2,"66.70%",59,2,0,"4.70%","0.00%","66.70%","0.00%","0.00%","0.00%","0.00%",2,0,0,1,NA,0,0,2
"Amari McGill","MURRAY ST",40,50.13,"C",57.7,55.1,68,NA,4,1,0,NA,94.8,0,5.5,1.26,9.7,8,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,4,4,1,3,"75.00%",29,2,1,"0.00%","75.00%","50.00%","0.00%","25.00%","0.00%","0.00%",5,0,0,0,NA,0,0,0
"Jeremiah Jimoh","UTAHTC",55,50.05,"C",64.2,62.8,65.8,NA,2,1,0,NA,109.7,0,8.7,2.07,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,2,"66.70%",56,1,0,"3.70%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,NA,0,0,1
"Jeremiah Brown","UC DAVIS",28,49.69,"C",64.6,63.1,60,58,2,0,0,NA,70.1,0,1.7,0.42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,2,"66.70%",8,1,0,"0.00%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,0,0,0,0
"Zavian Dilworth","NICHOLLS",23,49.65,"C",57.8,57.4,60.3,NA,5,1,0,NA,95.8,0,36,3.31,53,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,0,1,"50.00%",53,1,0,"6.30%","50.00%","50.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,1,NA,0,0,1
"Gary Bailey Jr.","NICHOLLS",44,49.63,"C",55.6,54,65.7,60,2,0,0,NA,81.9,0,40.3,1.46,38,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,3,3,0,1,"33.30%",38,1,0,"3.90%","0.00%","33.30%","0.00%","0.00%","0.00%","50.00%",1,0,0,1,0,0,0,1
"Johnny Stephens","DARTMOUTH",25,49.55,"C",62.5,56.5,69.2,NA,3,1,0,NA,108.3,0,5,1.43,10,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"100%",10,1,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Davion Jennings","CENT CT ST",34,49.36,"C",60.2,59.3,62.1,NA,3,0,1,NA,149,1,10.3,2.39,14.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,3,"75.00%",43,1,1,"5.60%","0.00%","25.00%","0.00%","25.00%","0.00%","0.00%",3,0,0,0,NA,0,0,1
"Corday Bethel","MERRIMACK",15,49.23,"C",64.8,63.4,60,NA,1,0,1,NA,97.9,0,4,1.5,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,2,"100%",15,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Deion Gunn","IDAHO",34,48.83,"C",67.5,66.7,64,NA,3,0,1,NA,128.1,0,0.5,1.5,5.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,4,"100%",21,2,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,0
"Mohamed Toure","STHLSK",47,48.72,"C",55.5,66.1,36.7,55.7,4,1,2,NA,81.9,0,-1,0.52,3.7,8,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,"33.30%",1,1,0,1,5,1,1,3,"100%",11,1,0,"0.00%","0.00%","33.30%","0.00%","0.00%","50.00%","0.00%",5,0,0,0,0,0,0,0
"Tayshaun Burney","RICHMOND",54,48.65,"C",54,54,55.9,NA,2,0,0,NA,81.9,1,17.7,0.07,2,45,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"60.00%",0,0,0,0,5,4,1,1,"33.30%",2,1,1,"0.00%","0.00%","33.30%","0.00%","33.30%","50.00%","66.70%",3,0,0,0,NA,0,0,0
"Dantonio Hackworth Jr.","MORGAN ST",76,48.57,"C",63.4,62.7,64.1,NA,1,0,0,NA,78.9,1,8.3,0.92,12.3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75.00%",0,0,0,0,5,5,2,4,"57.10%",49,3,2,"1.90%","0.00%","42.90%","0.00%","28.60%","0.00%","75.00%",3,0,0,1,NA,0,0,1
"Niquis Ratcliff","DARTMOUTH",47,48.51,"C",50.1,48.6,54.8,NA,4,0,1,NA,42.4,0,13,0.73,8,4.67,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,"33.30%",1,1,0,0,4,2,0,1,"33.30%",8,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","40.00%","0.00%",6,0,0,0,NA,0,0,0
"Doreon Dubose","ILL STATE",38,48.47,"C",61.7,58.8,70.4,NA,2,1,0,NA,116.7,0,10.8,2.08,16.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,0,3,"75.00%",50,2,0,"4.20%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,NA,0,0,1
"Eric Jones","ELON",49,48.17,"C",60.9,59.6,65.5,NA,3,0,1,NA,150,0,18.5,1.42,14.7,26,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,2,3,"75.00%",44,2,0,"3.20%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,1,NA,0,0,1
"Tyler Hutcherson","STF AUSTIN",28,48.16,"C",57,59.1,53.7,NA,2,0,1,NA,95.8,0,22,2.21,42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0.00%",0,1,0,0,2,1,0,1,"50.00%",42,1,0,"5.30%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,NA,0,0,1
"Kemani Wilson","TXAMEA",62,48.14,"C",59.7,63.8,49.3,60,5,2,1,NA,74.3,0,4.8,0.89,6,5,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"37.50%",0,0,0,2,4,2,1,4,"66.70%",24,2,0,"0.00%","0.00%","33.30%","0.00%","0.00%","40.00%","33.30%",6,0,0,2,0,0,0,0
"Tyrane Stewart","IDAHO",33,48.08,"C",56,54.6,62.9,59.7,1,1,0,NA,95.8,0,29,2.07,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,0,1,"50.00%",31,1,0,"6.70%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,0,0,0,1
"Rett Hemphill","MURRAY ST",56,48.04,"C",56.7,64.7,42,58.4,11,4,2,NA,158.3,0,8.8,2.76,13.8,5.75,0,1,0,3,1,1,1,0,5,0,0,0,0,0,0,0,0,"8.30%",1,0,0,4,7,2,1,5,"100%",69,3,0,"8.00%","100%","60.00%","0.00%","0.00%","12.50%","0.00%",5,0,0,0,0,0,0,2
"Bubba Camp","NC CENT",19,47.89,"C",53.1,52.1,61.5,59.4,1,0,1,NA,80.2,0,4.3,1.5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0.00%",0,1,0,0,2,2,1,3,"75.00%",15,1,0,"0.00%","0.00%","25.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,0,0,0,0
"Jorden Barnes","DARTMOUTH",47,47.46,"C",63.8,60.9,68.8,NA,3,0,1,NA,141.7,0,7.3,2.43,8.5,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,4,"100%",34,2,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,0
"Mark Burns","DELWARE ST",18,46.68,"C",59.5,56.8,64.8,NA,2,0,0,NA,118.8,0,16,3.29,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"100%",23,1,0,"14.30%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Boston Wilson","CAL POLY",29,46.64,"C",59.2,60.6,55,NA,3,2,1,NA,89.6,0,0,1.5,8,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,2,3,2,1,3,"75.00%",24,2,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","50.00%",3,0,0,1,NA,0,0,0
"Chaas McCoy","RHODE ISLD",80,46.35,"C",56.5,53.4,65,NA,4,1,3,NA,158.3,0,12,3.3,22.3,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,3,2,0,4,"100%",89,2,0,"3.70%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,1
"Trevon Baxter","STHLSK",47,46.24,"C",64.5,67.1,52.3,NA,2,0,1,NA,106.3,0,-4.5,0.73,9.5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,1,1,2,"100%",19,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Christian Palmer Jr.","MONMOUTH",55,46.14,"C",58.3,55.2,67.6,NA,3,0,2,NA,118.8,0,9.7,1.64,13.7,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,0,3,3,0,3,"100%",41,2,0,"4.00%","0.00%","66.70%","0.00%","0.00%","0.00%","33.30%",3,0,0,0,NA,0,0,1
"Ryan Tillman","UTAHTC",61,46.14,"C",59.1,61.8,50.5,NA,6,2,2,NA,118.8,0,4.8,2.52,13,20,0,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,"33.30%",0,0,0,2,5,3,2,6,"100%",78,2,0,"6.50%","0.00%","33.30%","0.00%","0.00%","40.00%","25.00%",5,0,0,0,NA,0,0,2
"Xavier Porter","ELON",30,45.95,"C",58,63.7,57.4,NA,3,1,1,NA,118.8,0,12.5,1.68,16,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,3,2,1,2,"100%",32,1,0,"5.30%","0.00%","50.00%","0.00%","0.00%","50.00%","0.00%",3,0,0,0,NA,0,0,1
"Evan Haynie","PRINCETON",52,45.84,"C",51.7,49.2,59.7,NA,8,4,0,NA,109,0,19,3.52,18.5,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,"11.10%",0,0,0,4,5,3,0,4,"66.70%",74,2,0,"9.50%","0.00%","33.30%","0.00%","0.00%","16.70%","0.00%",3,0,0,1,NA,0,0,2
"Farand Washington","TENN MARTN",45,45.33,"C",62.9,62.3,62.2,NA,1,1,0,NA,91.7,0,-0.5,0.39,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,2,2,0,2,"100%",12,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","50.00%",1,0,0,0,NA,0,0,0
"Zay Franks","SE LA",77,45.31,"C",58.7,56.2,69.8,NA,4,0,0,NA,115,0,16.2,0.55,9.3,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,5,5,1,3,"60.00%",28,3,1,"0.00%","0.00%","60.00%","0.00%","20.00%","0.00%","33.30%",4,0,0,1,NA,0,0,0
"Mikey Gayle","CORNELL",27,45.22,"C",60.4,59.3,62.4,NA,1,0,0,NA,95.8,0,17.5,2.55,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"50.00%",28,1,0,"9.10%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Maximillian Johnson","YNGTOWN ST",31,44.9,"C",62.4,53.4,77.4,NA,3,0,0,NA,114.6,0,11.5,2.3,11.5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"25.00%",0,0,0,0,3,2,0,2,"100%",23,2,0,"10.00%","0.00%","100%","0.00%","0.00%","50.00%","0.00%",2,0,0,0,NA,0,0,1
"Chris Presto","S ILLINOIS",22,44.64,"C",57.3,54.9,65.9,60,4,0,2,NA,113.2,0,7.3,4.47,11.2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,4,3,1,6,"100%",67,4,0,"13.30%","0.00%","66.70%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,0,0,0,2
"Zakaa Brown","TOWSON",52,44.57,"C",60,61.1,55.2,NA,4,1,0,NA,135.4,1,21.3,2.81,38,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,1,3,2,1,2,"50.00%",76,2,1,"7.40%","0.00%","50.00%","0.00%","25.00%","50.00%","0.00%",4,0,0,1,NA,0,0,2
"Jarard Mosely","MURRAY ST",35,44.44,"C",55,59.4,47.8,NA,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,2,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%",4,0,0,0,NA,0,0,0
"Tehron Spencer","CHISTA",65,44.35,"C",62,61.7,61.3,NA,4,0,0,NA,111.7,0,7.4,0.92,8,9.33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,3,2,2,3,"60.00%",24,2,0,"0.00%","0.00%","40.00%","0.00%","0.00%","25.00%","0.00%",4,0,0,1,NA,0,0,0
"Gavin Shepard","S ILLINOIS",23,44.21,"C",60.9,58.4,67.4,NA,5,0,1,NA,158.3,0,14.3,3.36,15.7,5.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,3,"100%",47,1,0,"14.30%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",4,0,0,0,NA,0,0,2
"DJ Cerisier","DUQUESNE",47,43.9,"C",50.5,50.1,55.7,NA,5,0,0,NA,80.4,0,20.6,1.48,11.3,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,6,4,0,3,"60.00%",34,2,0,"4.30%","60.00%","40.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,1,NA,0,0,1
"Josiah Young","N IOWA",19,43.66,"C",58,64.9,45.7,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","100%","0.00%",1,0,0,0,NA,0,0,0
"Isaiah Pinks","N IOWA",52,43.56,"C",53.4,61,32.5,NA,5,1,0,NA,62.5,1,7.3,1.08,9,14,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,"28.60%",0,0,0,1,6,3,1,3,"50.00%",27,1,1,"4.00%","0.00%","16.70%","0.00%","16.70%","66.70%","0.00%",5,0,0,1,NA,0,0,1
"Kanijal Thomas","N ALABAMA",75,43.53,"C",52.3,53.9,48.7,NA,4,0,1,NA,86.3,1,19.2,0.95,13.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,7,5,2,3,"60.00%",41,3,1,"2.30%","0.00%","60.00%","0.00%","20.00%","100%","0.00%",4,0,0,1,NA,0,0,1
"Emiril Gant","STF AUSTIN",18,43.48,"C",54.4,51.3,64.8,NA,1,0,1,NA,118.8,0,26,3.5,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,0,1,"100%",28,1,0,"12.50%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,1
"Omar Ibrahim","MONMOUTH",53,43.45,"C",54.2,55.1,54.2,NA,1,0,0,NA,39.6,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,3,2,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","100%","0.00%",1,0,0,2,NA,0,0,0
"AJ Robinson Jr.","TENN MARTN",29,43.41,"C",50.9,49.5,59.1,58.4,1,0,0,NA,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,3,2,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100%",0,0,0,0,0,0,0,0
"Brian Harris","MONTANA ST",40,43.39,"C",56.1,59.4,44.8,NA,2,0,0,NA,63.9,1,12.8,0.97,9.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,4,3,1,3,"50.00%",29,2,1,"3.30%","0.00%","33.30%","0.00%","16.70%","100%","0.00%",3,0,0,2,NA,0,0,1
"Paul Kim","S DAK ST",15,42.86,"C",59.6,59,60.7,NA,4,0,1,NA,116.7,0,8,4.5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,3,"100%",36,2,0,"12.50%","0.00%","66.70%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,1
"Tayvion Haney","ALCORN ST",61,42.85,"C",45.3,52.1,54.8,58.3,3,0,1,NA,62.2,0,25,1.74,29.5,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,0,8,7,2,2,"28.60%",59,2,2,"2.90%","0.00%","28.60%","0.00%","28.60%","33.30%","0.00%",3,0,0,2,0,0,0,1
"Steven Davis II","NC A&T",73,42.79,"C",56.2,48.1,80.6,NA,9,4,0,NA,140.1,0,5.5,1.63,8.1,15,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,"30.80%",0,0,0,4,6,6,0,8,"100%",65,5,0,"2.50%","0.00%","62.50%","0.00%","0.00%","0.00%","50.00%",8,0,0,0,NA,0,0,1
"Chris Hudson","NEWHVN",65,42.26,"C",53.4,52.5,58.7,NA,4,3,0,NA,102.1,0,9.5,1.6,16,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,3,6,5,1,4,"66.70%",64,3,0,"2.50%","0.00%","50.00%","0.00%","0.00%","33.30%","0.00%",2,0,0,2,NA,0,0,1
"Jhamal Shelby Jr.","NICHOLLS",31,42.24,"C",52.5,51.7,61.4,NA,1,0,0,NA,127.1,1,20.6,3.38,35.5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,2,"40.00%",71,1,1,"4.80%","40.00%","20.00%","0.00%","20.00%","0.00%","0.00%",1,0,0,2,NA,0,0,1
"Evan Dukes","WAGNER",29,42.18,"C",58.9,60.8,53.4,59.8,5,1,0,NA,102.1,0,15.3,1.6,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"16.70%",0,0,0,1,3,2,0,2,"66.70%",32,2,0,"5.00%","33.30%","66.70%","0.00%","0.00%","100%","0.00%",3,0,0,0,0,0,0,1
"Jordan Johnson","NC CENT",15,41.96,"C",58.1,57,61.5,NA,1,0,0,NA,95.8,0,27,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,1,"50.00%",40,1,1,"20.00%","0.00%","50.00%","0.00%","50.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Amori McNeil","MONMOUTH",27,41.61,"C",53.6,47.7,67.3,59.5,3,2,0,NA,118.8,0,11.5,2.17,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,2,2,0,2,"100%",26,2,0,"8.30%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,0,0,0,1
"Miles McGoy","STNY BROOK",58,41.59,"C",53.6,48.5,76.3,NA,7,0,1,NA,118.8,0,8.7,2.11,15.6,8.75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22.20%",1,0,0,0,6,6,0,5,"83.30%",78,3,0,"5.40%","0.00%","50.00%","0.00%","0.00%","0.00%","40.00%",8,0,0,0,NA,0,0,2
"Wendell Smith","TENN MARTN",59,41.41,"C",56.5,55.2,63.3,NA,4,0,1,NA,105.6,0,9.2,1.75,11.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,4,4,1,5,"83.30%",56,3,0,"3.10%","0.00%","50.00%","0.00%","0.00%","0.00%","20.00%",2,0,0,1,NA,0,0,1
"Dillon Conway","E ILLINOIS",22,40.94,"C",57.2,54.4,64.8,NA,3,0,0,NA,133.3,0,11,0.87,6.5,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,2,"100%",13,2,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"George Nelson","STHLSK",17,40.16,"C",51.5,55.8,48.4,NA,1,1,0,NA,42.4,0,16,0.57,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,1,2,1,0,1,"33.30%",4,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","50.00%","100%",1,0,0,2,NA,0,0,0
"Evin McDowell","MERCER",40,40.14,"C",48,50.4,47.7,NA,1,0,0,NA,39.6,0,19.3,0.69,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,4,3,1,1,"25.00%",11,1,0,"0.00%","0.00%","25.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,NA,0,0,0
"Ja'Mareion Gipson","TARLETON",44,39.79,"D",50.5,47.1,70.7,NA,6,1,1,NA,135.4,0,17.9,3.08,16,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"14.30%",1,0,0,1,6,6,1,5,"62.50%",80,5,0,"11.50%","0.00%","62.50%","0.00%","0.00%","0.00%","16.70%",6,0,0,3,NA,0,0,3
"Christian Oku","ABILENE CH",71,38.89,"D",52.7,49.3,70.1,NA,2,1,0,NA,116.7,0,16.5,1.31,18.3,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,5,5,0,3,"75.00%",55,3,0,"2.40%","0.00%","75.00%","0.00%","0.00%","0.00%","100%",1,0,0,0,NA,0,0,1
"Jayden Jackson","MORGAN ST",21,37.83,"D",59.3,58.7,60,NA,2,0,0,NA,158.3,0,25,3.29,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,2,"100%",46,1,0,"7.10%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
