"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"DANIEL NDUKWE","INDIANA",30,25.55,"D","ED",2026,"Big Ten",54.7,67.6,60.3,47.3,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2,11,0.091,0.091,4.5,13,0,0,0.077,0,6,2,1,29,14.5,0,2,0,0,118.8,4.83,1,0.167,0,0,0,2,0,0.167,0,1,0,14.5,12.5,0,17,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"P4",148,NA,148
"JAYDEN WAYNE","CAL",27,25.45,"D","ED",2026,"ACC",63.9,66,59.7,NA,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,21,0.095,0.048,2.4,6,0,0,0.167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",68,NA,68
"QUINTAVIUS JOHNSON","GEORGIA",30,24.54,"D","ED",2026,"SEC",64.3,64.5,60.7,61.8,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,17,0.059,0.059,2.9,8,0,0,0.125,0,5,2,1,7,3.5,0,1,0,0,81.3,1.4,0,0.4,0,2,0,1,1,0,1,0.5,0,3.5,3,0,3,2,0,1,0,0,0,0,0,0,1,1,0,2,2,1,1,0,"P4",158,NA,158
"ZURIAH FISHER","USC",19,24.45,"D","ED",2026,"Big Ten",60.3,61.1,70.2,NA,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,13,0.231,0.154,7.7,6,0,0.167,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",7,NA,7
"JEREMY LEWIS","PURDUE",47,24.41,"D","ED",2026,"Big Ten",68.5,62.6,63.1,71.3,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,0,0,4,2,19,0.105,0.105,5.3,22,2,0.045,0.045,1,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,33,4,0.333,1,1,0,0.333,2,0,1,1,1,0.5,6,6,0,1,1,"P4",245,NA,245
"SEKOU KROMAH","RUTGERS",39,24.19,"D","ED",2026,"Big Ten",64.6,68.7,56.8,60,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0.048,0,0,17,0,0,0.059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,"P4",164,NA,164
"GABE HARRIS JR.","GEORGIA",26,24.05,"D","ED",2026,"SEC",65.7,70.3,58.2,60,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,19,0.105,0.053,2.6,6,0,0.167,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",97,NA,97
"KEYSHAWN JOHNSON","SYRACUSE",37,23.94,"D","ED",2026,"ACC",64.9,68.4,57.4,60,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,17,0.059,0.059,2.9,19,0,0.053,0.211,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,"P4",100,NA,100
"JAH-MARIEN LATHAM","ALABAMA",25,23.57,"D","ED",2026,"SEC",61.4,56,64.6,62.1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8,0.125,0.125,6.3,11,0,0.091,0.091,1,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,"P4",5,NA,5
"JOHN SCHOBEL","TCU",42,23.45,"D","ED",2026,"Big 12",62.5,68.3,53.4,60.5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,21,0,0.048,2.4,19,1,0,0.053,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",217,NA,217
"JULIAN WALKER","S CAROLINA",37,23.4,"D","ED",2026,"SEC",58.9,59.8,57.5,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,21,0.048,0.048,2.4,16,0,0.063,0.063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"P4",247,NA,247
"DYLAN CARPENTER","LSU",30,23.34,"D","ED",2026,"SEC",68.3,67,63.7,62.6,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,15,0.133,0.067,3.3,9,0,0,0.111,0,6,1,1,-4,-4,0,0,0,0,79.2,-0.67,0,0.5,0,1,0,0,0,0,1,0,0,-4,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",83,NA,83
"RUSSELL DAVIS II","WASHINGTON",22,23.3,"D","ED",2026,"Big Ten",61.9,64.9,68.5,60,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,14,0.214,0.143,7.1,8,0,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,"P4",45,NA,45
"BRANDON MACK II","HOUSTON",38,23.27,"D","ED",2026,"Big 12",61.5,67.7,60.8,51,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,12,0.083,0.083,4.2,21,0,0,0.048,0,5,1,1,13,13,0,1,0,0,118.8,2.6,0,0.4,0,1,0,1,0,0,1,1,0,13,13,0,4,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",2,NA,2
"RYAN DAVIS","BAYLOR",44,23.24,"D","ED",2026,"Big 12",59.3,62.2,55.5,60.9,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,1,0,28,0.071,0.071,3.6,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"P4",91,NA,91
"MARIYON DYE","TENNESSEE",25,23.07,"D","ED",2026,"SEC",61.7,60.7,60.8,NA,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,4,2,12,0.083,0.083,4.2,13,-2,0.154,0.231,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0.333,0,2,2,0.333,2,0,1,0,0,0,3,3,0,0,0,"P4",225,NA,225
"JADEN JONES","MISSOURI",21,22.67,"D","ED",2026,"SEC",63.4,62.7,61,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5,2,10,0.1,0.1,5,11,0.5,0.182,0.273,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,0.333,0,1,1,0.333,2,0,1,0,0,0,3,3,0,0,0,"P4",72,NA,72
"ADAM SHOVLIN","STANFORD",18,22.63,"D","ED",2026,"ACC",68.5,67.7,61.9,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,7,0.143,0.143,7.1,11,3,0,0.091,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",229,NA,229
"JEROD SMITH II","LOUISVILLE",28,22.55,"D","ED",2026,"ACC",69.1,72.8,68.2,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,14,0.071,0.071,3.6,14,4,0,0.214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,"P4",161,NA,161
"TRE SMITH","ARIZONA",27,22.21,"D","ED",2026,"Big 12",70.1,69.7,57.4,65.6,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,20,0.05,0,0,7,-2,0,0.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0,1,1,0,1,0,0,1,0,0,2,2,0,1,0,"P4",10,NA,10
"PAT FARRELL","ILLINOIS",29,22.12,"D","ED",2026,"Big Ten",68.1,70.4,61.1,NA,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,21,0.095,0.048,2.4,8,0,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",124,NA,124
"DOMINIC KIRKS","NWESTERN",33,21.93,"D","ED",2026,"Big Ten",55.8,57.4,54.9,67.9,0,0,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,3,18,0,0.056,2.8,13,1.33,0.231,0.154,3,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,1,0,3,0,0,1,0,0,4,4,0,1,0,"P4",200,NA,200
"CALVIN THOMAS","N CAROLINA",20,21.81,"D","ED",2026,"ACC",64.8,67.9,57.9,NA,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,14,0.071,0,0,6,-2,0,0.167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,"P4",239,NA,239
"JAEDEN MOORE","PITTSBURGH",31,21.8,"D","ED",2026,"ACC",61.7,55.2,63.4,60.6,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,1,1,18,0.111,0.111,5.6,13,0,0.077,0.077,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,"P4",103,NA,103
"KAHMARI BROWN","IOWA",28,21.7,"D","ED",2026,"Big Ten",61,61.6,59.4,NA,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,20,0.15,0.05,2.5,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",174,NA,174
"DARRION SMITH","AUBURN",24,21.63,"D","ED",2026,"SEC",53.7,56.3,52.3,60,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,1,0,3,4,10,0.1,0.1,5,14,1.67,0.214,0.214,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,0.2,0,3,0,0,3,0,0,0,0,0.5,5,5,0,1,1,"P4",203,NA,203
"ODERA OKAKA","CAL",19,21.47,"D","ED",2026,"ACC",65.2,65.1,60.9,NA,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,10,0.1,0.1,5,9,1.5,0.111,0.111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,0,0,2,1,0,2,0,0,0,0,0,2,2,0,0,0,"P4",205,NA,205
"TREY SMITH","PURDUE",43,21.26,"D","ED",2026,"Big Ten",55.8,51.3,60.1,62.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,12,0.083,0,0,25,0,0.08,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0.5,0,0,0,1,0,0,1,0,0,0,2,2,0,1,0,"P4",101,NA,101
"A.J. HOFFLER","GA TECH",21,21.23,"D","ED",2026,"ACC",58.3,58.9,57.6,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,7,0,0.143,7.1,14,0,0.071,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",66,NA,66
"KYLER JORDAN","BAYLOR",31,21.04,"D","ED",2026,"Big 12",69.3,75.5,53.4,NA,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,0,5,1,14,0.071,0.071,3.6,17,0.6,0,0.176,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,5,0.167,0,3,3,0,5,0,0,0,0,1,6,6,0,0,1,"P4",43,NA,43
"EMAR'RION WINSTON","ARIZONA ST",34,20.76,"D","ED",2026,"Big 12",56.2,57.3,55.7,60,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,17,0.059,0.059,2.9,16,1,0.063,0.063,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",57,NA,57
"EPI SITANILEI","OHIO STATE",23,20.72,"D","ED",2026,"Big Ten",69.7,73.1,55,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,14,-1,0,0.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2,0,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,"P4",236,NA,236
"DEAMONTAE DIGGS","FLORIDA ST",40,20.53,"D","ED",2026,"ACC",50.5,51.2,53,60,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,2,0,1,2,16,0,0.125,6.3,23,-2,0.087,0.087,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,"P4",8,NA,8
"JOSHUA PIERCE","CAL",21,20.47,"D","ED",2026,"ACC",68.3,71.6,55.6,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,12,2.5,0,0.167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,0,1,2,0,0,2,1,0,0,0,0,3,3,0,0,0,"P4",136,NA,136
"KADE PIETRZAK","NEBRASKA",16,20.47,"D","ED",2026,"Big Ten",69.4,69.3,61.2,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8,0.125,0,0,8,0,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,"P4",220,NA,220
"DA'SHAWN WOMACK","AUBURN",37,20.43,"D","ED",2026,"SEC",49.1,37.7,60.4,70.4,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,6,9,8,0.25,0.125,6.3,24,3.5,0.333,0.208,8,5,0,0,0,0,0,0,1,0,0,0,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,15,2,0.714,0,2,0,0.667,2,0,4,0,0,1,7,7,0,0,1,"P4",85,NA,85
"MYLACHI WILLIAMS","VA TECH",22,20.38,"D","ED",2026,"ACC",65.4,62.3,64,NA,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,14,0.143,0.071,3.6,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",194,NA,194
"HUDSON HOOPER","TCU",39,20.26,"D","ED",2026,"Big 12",64.2,51.7,57.1,72.9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,19,3.5,0.105,0,2,18,1,1,2,2,0,0,0,0,79.2,0.11,0,0.778,0,0,0,0,1,0,0,0,0,2,2,0,37,5,0.286,1,1,0,0.5,2,0,2,2,0,0,7,7,1,2,0,"P4",92,NA,92
"CORTEZ HARRIS","VA TECH",34,20.01,"D","ED",2026,"ACC",63,70.8,55.5,NA,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,26,0.077,0.077,3.9,8,2,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2,0.333,1,1,0,0,1,1,0,0,0,1,3,3,0,0,1,"P4",222,NA,222
"ZACH CROTHERS","PITTSBURGH",22,20,"D","ED",2026,"ACC",65.6,63.6,63.2,60,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0.111,0.111,5.6,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",140,NA,140
"LAKENDRICK JAMES","MISS STATE",31,19.95,"F","ED",2026,"SEC",74.1,60.3,55.9,83.6,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,7,0,0,0,16,0,0.125,0.125,2,8,2,0.667,12,6,0,0,0,1,74.3,1.5,0,0.875,0,0,0,0,2,0,0,0,0,4,4.3,0.333,13,2,0,0,1,1,0,1,0,0,1,0,0,2,2,0,1,0,"P4",214,NA,214
"LIAM ANDREWS","PENN STATE",21,19.94,"F","ED",2026,"Big Ten",63,63.4,57.8,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,0,0,0,17,0,0.118,0.235,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,1,0.5,0,1,1,0.5,1,0,1,0,0,0,2,2,0,0,0,"P4",143,NA,143
"THOMAS JOHNSON","CINCINNATI",19,19.57,"F","ED",2026,"Big 12",66.1,75.3,53.4,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,5,2,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",63,NA,63
"JAMAAL JOHNSON","NWESTERN",37,19.54,"F","ED",2026,"Big Ten",59.3,72.7,51.6,57.9,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,17,0.118,0.059,2.9,18,1,0,0.111,0,2,1,1,7,7,0,1,0,0,95.8,3.5,0,0.5,0,0,0,1,0,0,0,1,0,7,6,0,24,1,0.5,0,1,0,0,1,0,0,0,0,1,2,2,0,0,1,"P4",41,NA,41
"KHAMARI BROOKS","GEORGIA",28,19.51,"F","ED",2026,"SEC",62.8,61.5,58.3,64.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"P4",249,NA,249
"IKENNA EZEOGU","PENN STATE",28,19.39,"F","ED",2026,"Big Ten",62,70.3,60.6,53.2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,15,0.067,0.067,3.3,12,4,0,0.167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,"P4",33,NA,33
"OMAR STAPLES","STANFORD",46,19.2,"F","ED",2026,"ACC",62.5,68.3,52.7,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,20,0,0,0,26,3.67,0.077,0.115,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,4,0,1,1,1,0,3,1,0,0,0,0,4,4,0,0,0,"P4",132,NA,132
"JAHKAI LANG","SMU",18,19.19,"F","ED",2026,"ACC",70.4,66.2,66,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.143,0,0,11,0,0,0.091,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",87,NA,87
"JONATHAN MALDONADO","OLE MISS",16,19.09,"F","ED",2026,"SEC",70.6,69.4,62.1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0.167,0,0,10,4,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",40,NA,40
"CALEB BACON","PENN STATE",21,18.98,"F","ED",2026,"Big Ten",61.4,68.4,51.2,60,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12,0,0,0,8,1.5,0,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,1,2,1,0,2,1,0,0,0,0,3,3,0,0,0,"P4",32,NA,32
"PATRICK BAUER","CINCINNATI",28,18.98,"F","ED",2026,"Big 12",55.3,65.8,55.5,49.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,12,-1,0,0.083,0,8,1,0.5,10,10,0,0,0,0,64.6,1.25,0,0.625,0,0,1,1,0,0,0,0,0,5,1,0,10,3,0,0,1,1,0,1,0,0,0,0,0,3,3,0,2,0,"P4",137,NA,137
"MALACHI DAVIS","RUTGERS",18,18.95,"F","ED",2026,"Big Ten",58.5,62,53.6,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,13,0,0.077,3.9,4,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",24,NA,24
"JASON ABBEY","VA TECH",18,18.89,"F","ED",2026,"ACC",65.6,67.1,59.3,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,11,0.091,0.091,4.5,7,2,0,0.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",115,NA,115
"GABE KIRSCHKE","WAKE",57,18.84,"F","ED",2026,"ACC",52.2,59,53.3,60.9,0,0,2,0,0,0,3,3,0,0,0,0,0,1,0,2,0,4,6,28,0.036,0.071,3.6,25,0,0.16,0.12,4,4,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,1,0,0,0,0,0,0,0,0,10,2,0.333,0,2,1,0,2,0,0,0,0,1,3,3,0,0,1,"P4",44,NA,44
"TEITUM TUIOTI","OREGON",15,18.76,"F","ED",2026,"Big Ten",68.1,62.3,56.4,65,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,0,0,0,8,0,0.125,0.375,1,1,1,1,5,5,0,0,0,0,87.5,5,0,1,0,1,0,0,0,0,1,0,0,5,-5,0,44,2,0.333,1,1,1,0.5,1,0,1,0,0,0,3,3,1,0,0,"P4",104,NA,104
